CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifetime,Segment
12468,187,2,575.99,287.995,129,Regular
12471,2,26,8703.380000000001,334.74538461538464,362,VIP
12472,32,7,5052.03,721.7185714285714,337,VIP
12473,53,3,2218.95,739.65,138,Regular
12474,17,18,6115.2,339.73333333333335,312,VIP
12475,53,1,561.94,561.94,0,Potential
12476,15,10,3530.83,353.08299999999997,346,VIP
12477,22,6,7057.34,1176.2233333333334,279,VIP
12478,3,1,479.59000000000003,479.59000000000003,0,Potential
12479,11,1,426.35,426.35,0,Potential
12480,28,4,2266.94,566.735,308,VIP
12481,22,10,3445.7,344.57,343,VIP
12483,17,7,1486.54,212.36285714285714,322,VIP
12484,35,4,3322.58,830.645,301,VIP
12488,9,3,952.16,317.38666666666666,66,Potential
12489,336,1,191.43,191.43,0,Lost
12490,5,10,4227.11,422.71099999999996,324,VIP
12491,38,1,350.75,350.75,0,Potential
12492,63,2,227.21,113.605,42,Potential
12493,165,2,332.91,166.455,32,Lost
12494,15,7,951.75,135.96428571428572,350,VIP
12497,81,1,20.4,20.4,0,Potential
12498,21,3,349.70000000000005,116.56666666666668,36,Potential
12500,49,7,497.89,71.12714285714286,246,Regular
12501,336,1,1866.66,1866.66,0,Lost
12502,95,5,1511.3200000000002,302.264,214,Regular
12504,30,1,60.0,60.0,0,Potential
12506,232,1,57.6,57.6,0,Lost
12507,155,2,388.75,194.375,143,Regular
12508,26,2,397.88,198.94,3,Potential
12509,284,1,124.5,124.5,0,Lost
12510,142,2,620.05,310.025,183,Regular
12513,112,1,520.04,520.04,0,Potential
12514,267,1,779.6800000000001,779.6800000000001,0,Lost
12515,353,1,190.8,190.8,0,Lost
12516,77,2,270.48,135.24,103,Regular
12517,28,4,2176.85,544.2125,162,Regular
12518,0,5,1750.0900000000001,350.01800000000003,110,Regular
12519,63,1,242.84,242.84,0,Potential
12520,79,5,2061.56,412.312,194,Regular
12521,142,1,499.03,499.03,0,Potential
12522,39,2,152.72,76.36,12,Potential
12523,19,11,1277.91,116.17363636363638,312,VIP
12524,9,8,1719.21,214.90125,324,VIP
12526,0,3,1074.46,358.15333333333336,94,Potential
12527,81,3,296.71000000000004,98.90333333333335,244,Regular
12528,9,6,1121.63,186.93833333333336,303,VIP
12530,59,4,1051.42,262.855,277,VIP
12531,14,1,95.27,95.27,0,Potential
12532,30,1,297.33000000000004,297.33000000000004,0,Potential
12534,130,1,828.73,828.73,0,Potential
12535,91,2,577.85,288.925,95,Potential
12536,59,1,3659.9700000000003,3659.9700000000003,0,Potential
12538,29,1,258.75,258.75,0,Potential
12539,22,4,4141.6,1035.4,311,VIP
12540,19,17,7967.64,468.68470588235294,342,VIP
12541,29,3,721.38,240.46,251,VIP
12544,36,1,284.9,284.9,0,Potential
12545,75,2,698.8,349.4,184,Regular
12546,46,2,969.58,484.79,31,Potential
12547,197,2,151.8,75.9,83,Lost
12548,166,1,67.19999999999999,67.19999999999999,0,Lost
12550,79,1,748.88,748.88,0,Potential
12551,357,1,168.0,168.0,0,Lost
12552,39,1,165.47,165.47,0,Potential
12553,8,10,2933.7000000000003,293.37,321,VIP
12556,50,2,513.66,256.83,101,Regular
12558,7,1,195.08,195.08,0,Potential
12559,319,1,301.41,301.41,0,Lost
12560,5,2,1746.16,873.08,138,Regular
12561,302,1,207.05,207.05,0,Lost
12562,8,7,2701.7400000000002,385.96285714285716,190,Regular
12564,261,1,336.15000000000003,336.15000000000003,0,Lost
12565,288,1,145.92000000000002,145.92000000000002,0,Lost
12566,86,1,222.13,222.13,0,Potential
12567,22,10,6673.58,667.358,347,VIP
12569,2,28,2704.69,96.59607142857143,250,VIP
12571,39,2,489.37,244.685,82,Potential
12572,8,2,650.87,325.435,43,Potential
12573,227,1,150.59,150.59,0,Lost
12574,315,1,162.55,162.55,0,Lost
12576,35,5,1225.31,245.06199999999998,269,VIP
12577,35,3,570.65,190.21666666666667,324,VIP
12578,21,2,2242.96,1121.48,309,VIP
12579,78,1,329.12,329.12,0,Potential
12580,246,1,379.7,379.7,0,Lost
12581,39,1,169.76,169.76,0,Potential
12582,238,2,313.92,156.96,50,Lost
12583,2,15,5267.89,351.1926666666667,371,VIP
12584,3,8,1100.6000000000001,137.57500000000002,277,VIP
12585,234,2,1212.95,606.475,117,Lost
12586,17,1,186.54000000000002,186.54000000000002,0,Potential
12587,7,1,104.0,104.0,0,Potential
12588,39,1,79.65,79.65,0,Potential
12589,28,2,417.28,208.64,116,Regular
12590,211,1,877.26,877.26,0,Lost
12591,317,1,323.1,323.1,0,Lost
12592,92,2,350.6,175.3,121,Regular
12593,108,3,382.1,127.36666666666667,110,Regular
12594,46,8,2743.4300000000003,342.92875000000004,276,VIP
12596,51,2,288.27,144.135,191,Regular
12597,19,4,2544.07,636.0175,249,VIP
12598,9,7,2103.43,300.48999999999995,275,VIP
12599,29,7,764.38,109.19714285714285,275,VIP
12600,28,9,1996.22,221.8022222222222,329,VIP
12601,189,5,371.51,74.30199999999999,143,Regular
12602,58,1,129.22,129.22,0,Potential
12604,79,2,236.18,118.09,182,Regular
12607,60,1,1490.26,1490.26,0,Potential
12609,78,3,846.11,282.0366666666667,240,Regular
12610,22,4,1479.64,369.91,104,Regular
12611,52,1,924.52,924.52,0,Potential
12612,74,1,654.0,654.0,0,Potential
12613,57,4,2886.4,721.6,205,Regular
12614,277,1,218.15,218.15,0,Lost
12615,2,4,1552.99,388.2475,166,Regular
12616,95,2,386.8,193.4,202,Regular
12617,29,1,333.08,333.08,0,Potential
12618,21,1,121.41,121.41,0,Potential
12619,16,8,681.02,85.1275,237,Regular
12620,14,3,1100.14,366.71333333333337,190,Regular
12621,1,19,7699.9800000000005,405.26210526315793,364,VIP
12622,232,1,123.85,123.85,0,Lost
12623,276,1,269.1,269.1,0,Lost
12624,106,2,492.78000000000003,246.39000000000001,71,Potential
12625,211,2,1625.8200000000002,812.9100000000001,108,Lost
12626,23,9,4945.49,549.4988888888888,303,VIP
12627,10,6,3675.3,612.5500000000001,130,Regular
12628,4,3,665.46,221.82000000000002,60,Potential
12630,9,2,905.08,452.54,34,Potential
12631,57,1,396.0,396.0,0,Potential
12633,58,4,1379.94,344.985,229,Regular
12635,89,2,1357.69,678.845,65,Potential
12637,67,8,5056.84,632.105,256,VIP
12638,33,1,498.25,498.25,0,Potential
12639,238,1,325.3,325.3,0,Lost
12640,23,3,609.53,203.17666666666665,58,Potential
12641,115,1,128.9,128.9,0,Potential
12642,25,3,743.77,247.92333333333332,82,Potential
12643,220,2,73.28,36.64,0,Lost
12644,129,1,417.12,417.12,0,Potential
12645,33,4,1406.18,351.545,283,VIP
12646,4,2,838.16,419.08,45,Potential
12647,22,12,1843.87,153.65583333333333,347,VIP
12648,154,1,255.3,255.3,0,Potential
12649,107,3,513.0500000000001,171.01666666666668,105,Regular
12650,3,1,242.44,242.44,0,Potential
12651,334,1,114.0,114.0,0,Lost
12652,331,1,732.28,732.28,0,Lost
12654,10,5,499.33000000000004,99.86600000000001,285,VIP
12656,17,5,1873.3500000000001,374.67,216,Regular
12657,11,3,623.0,207.66666666666666,67,Potential
12658,18,1,535.4,535.4,0,Potential
12659,29,1,45.6,45.6,0,Potential
12660,11,1,203.70000000000002,203.70000000000002,0,Potential
12662,0,11,3289.4300000000003,299.03909090909093,373,VIP
12664,58,4,406.79999999999995,101.69999999999999,264,VIP
12665,324,1,45.0,45.0,0,Lost
12667,58,1,410.23,410.23,0,Potential
12668,11,4,2666.0,666.5,344,VIP
12669,150,2,1319.92,659.96,106,Regular
12670,10,5,2087.4700000000003,417.494,222,Regular
12672,329,1,162.3,162.3,0,Lost
12673,5,2,504.62,252.31,321,VIP
12674,38,4,1289.54,322.385,169,Regular
12676,24,6,1031.39,171.89833333333334,287,VIP
12678,42,8,1359.8,169.975,311,VIP
12679,283,1,639.86,639.86,0,Lost
12680,0,4,736.97,184.2425,113,Regular
12681,14,21,9584.4,456.4,353,VIP
12682,3,30,8429.54,280.98466666666667,368,VIP
12683,4,14,5146.41,367.6007142857143,361,VIP
12684,7,6,1646.19,274.365,206,Regular
12685,28,6,2437.65,406.27500000000003,65,Potential
12686,371,1,71.14,71.14,0,Lost
12689,25,2,1020.21,510.105,102,Regular
12690,205,1,265.11,265.11,0,Lost
12691,58,4,678.2,169.55,299,VIP
12693,127,4,476.51,119.1275,192,Regular
12694,70,2,447.62,223.81,113,Regular
12695,7,4,342.56,85.64,203,Regular
12697,28,3,676.71,225.57000000000002,141,Regular
12700,7,4,3888.64,972.16,208,Regular
12701,79,2,652.45,326.225,163,Regular
12702,19,1,201.0,201.0,0,Potential
12703,71,1,265.55,265.55,0,Potential
12704,7,8,1180.98,147.6225,162,Regular
12705,15,8,5154.4,644.3,342,VIP
12707,291,1,417.52,417.52,0,Lost
12708,29,10,2117.96,211.796,339,VIP
12709,15,14,4585.32,327.5228571428571,351,VIP
12710,96,3,909.8199999999999,303.2733333333333,105,Regular
12712,28,13,2586.98,198.99846153846153,343,VIP
12713,0,1,722.85,722.85,0,Potential
12714,9,5,3621.03,724.206,285,VIP
12715,106,1,263.36,263.36,0,Potential
12716,3,2,912.91,456.455,130,Regular
12717,151,2,774.03,387.015,94,Regular
12718,71,1,182.35,182.35,0,Potential
12719,5,2,498.55,249.275,60,Potential
12720,2,25,4424.39,176.97560000000001,367,VIP
12721,31,6,2108.19,351.365,323,VIP
12722,114,2,726.1,363.05,36,Potential
12723,3,4,580.33,145.0825,62,Potential
12724,5,4,923.41,230.8525,327,VIP
12725,371,1,371.8,371.8,0,Lost
12726,28,7,1550.1,221.44285714285712,329,VIP
12727,10,7,2461.52,351.6457142857143,310,VIP
12728,71,4,565.33,141.3325,261,VIP
12729,113,1,360.71000000000004,360.71000000000004,0,Potential
12731,23,10,7116.6900000000005,711.6690000000001,341,VIP
12732,179,1,178.26000000000002,178.26000000000002,0,Lost
12733,234,1,276.85,276.85,0,Lost
12734,352,1,110.39999999999999,110.39999999999999,0,Lost
12735,315,2,375.07,187.535,22,Lost
12736,332,1,93.6,93.6,0,Lost
12738,372,1,110.39999999999999,110.39999999999999,0,Lost
12739,99,1,516.0,516.0,0,Potential
12740,63,1,344.8,344.8,0,Potential
12743,134,2,418.93,209.465,0,Potential
12744,56,4,4774.93,1193.7325,262,VIP
12747,2,11,2640.41,240.03727272727272,367,VIP
12748,0,196,20519.88,104.69326530612246,373,VIP
12749,3,5,2737.73,547.546,210,Regular
12750,128,1,184.98,184.98,0,Potential
12752,81,1,854.12,854.12,0,Potential
12753,22,6,1988.77,331.46166666666664,340,VIP
12754,277,2,61.62,30.81,31,Lost
12755,280,1,7.6,7.6,0,Lost
12756,86,1,50.879999999999995,50.879999999999995,0,Potential
12757,15,7,3181.5,454.5,196,Regular
12758,116,2,1468.5900000000001,734.2950000000001,160,Regular
12759,52,3,1279.09,426.3633333333333,223,Regular
12762,7,2,1211.3,605.65,18,Potential
12763,369,1,320.08,320.08,0,Lost
12764,316,1,952.8800000000001,952.8800000000001,0,Lost
12766,3,7,5713.12,816.16,363,VIP
12769,238,1,869.4,869.4,0,Lost
12772,59,1,615.3199999999999,615.3199999999999,0,Potential
12775,17,5,952.14,190.428,294,VIP
12778,19,6,492.49,82.08166666666666,293,VIP
12779,37,8,2523.53,315.44125,334,VIP
12781,63,2,594.54,297.27,221,Regular
12782,4,5,1811.47,362.294,353,VIP
12783,2,4,1011.3000000000001,252.82500000000002,73,Potential
12784,15,1,455.46999999999997,455.46999999999997,0,Potential
12785,364,1,239.0,239.0,0,Lost
12787,9,3,356.26,118.75333333333333,183,Regular
12790,192,1,199.42000000000002,199.42000000000002,0,Lost
12792,256,1,329.59000000000003,329.59000000000003,0,Lost
12793,334,2,395.48,197.74,37,Lost
12794,53,2,795.51,397.755,45,Potential
12795,18,1,144.63,144.63,0,Potential
12797,365,1,206.13,206.13,0,Lost
12802,186,1,397.58,397.58,0,Lost
12808,36,3,445.7,148.56666666666666,332,VIP
12809,177,1,343.41,343.41,0,Lost
12811,261,2,416.55,208.275,23,Lost
12812,44,1,229.64000000000001,229.64000000000001,0,Potential
12815,147,2,687.66,343.83,51,Potential
12816,95,2,265.90000000000003,132.95000000000002,81,Potential
12817,281,1,126.04,126.04,0,Lost
12818,261,1,267.6,267.6,0,Lost
12820,3,4,923.62,230.905,323,VIP
12821,214,1,75.72,75.72,0,Lost
12822,70,2,743.28,371.64,17,Potential
12824,59,1,316.42,316.42,0,Potential
12826,2,7,1460.8,208.68571428571428,363,VIP
12827,5,3,430.15,143.38333333333333,39,Potential
12828,2,6,961.96,160.32666666666668,128,Regular
12829,336,1,28.5,28.5,0,Lost
12831,262,1,124.75,124.75,0,Lost
12832,32,2,366.53000000000003,183.26500000000001,66,Potential
12833,145,1,307.03000000000003,307.03000000000003,0,Potential
12834,282,1,201.08,201.08,0,Lost
12836,59,4,1620.1200000000001,405.03000000000003,252,Regular
12837,173,1,58.75,58.75,0,Lost
12838,33,2,575.3000000000001,287.65000000000003,340,VIP
12839,2,14,5115.12,365.36571428571426,365,VIP
12840,143,4,2726.77,681.6925,83,Potential
12841,4,25,3308.77,132.3508,367,VIP
12842,70,2,582.3100000000001,291.15500000000003,238,Regular
12843,159,7,1395.69,199.3842857142857,105,Regular
12844,29,2,325.96000000000004,162.98000000000002,101,Regular
12845,268,2,54.79,27.395,22,Lost
12847,22,1,640.24,640.24,0,Potential
12849,31,2,737.14,368.57,237,Regular
12851,96,1,104.91,104.91,0,Potential
12852,294,1,264.15,264.15,0,Lost
12853,134,5,1227.2,245.44,181,Regular
12854,78,3,1056.4,352.1333333333334,240,Regular
12855,372,1,38.1,38.1,0,Lost
12856,7,6,1960.03,326.6716666666667,56,Potential
12857,210,2,831.1500000000001,415.57500000000005,92,Lost
12863,52,1,109.2,109.2,0,Potential
12864,138,1,10.2,10.2,0,Potential
12865,26,2,1355.82,677.91,97,Potential
12866,283,1,344.92,344.92,0,Lost
12867,26,7,3637.29,519.6128571428571,334,VIP
12868,185,6,1534.71,255.785,188,Regular
12871,84,2,120.54,60.27,123,Regular
12872,326,2,507.12,253.56,39,Lost
12876,57,2,1100.82,550.41,139,Regular
12877,3,12,1413.31,117.77583333333332,355,VIP
12878,236,2,839.09,419.545,30,Lost
12879,44,3,220.66000000000003,73.55333333333334,47,Potential
12881,275,1,69.0,69.0,0,Lost
12882,9,2,995.4,497.7,24,Potential
12883,24,4,527.87,131.9675,65,Potential
12884,88,1,107.25,107.25,0,Potential
12885,63,3,977.22,325.74,60,Potential
12886,67,2,1059.3600000000001,529.6800000000001,152,Regular
12888,214,2,187.92000000000002,93.96000000000001,41,Lost
12890,24,1,361.63,361.63,0,Potential
12893,30,1,176.55,176.55,0,Potential
12895,42,2,335.05,167.525,44,Potential
12897,204,2,100.50000000000001,50.25000000000001,97,Lost
12901,10,15,1162.3500000000001,77.49000000000001,260,VIP
12902,264,1,87.78,87.78,0,Lost
12904,18,2,338.21,169.105,154,Regular
12906,11,5,1108.02,221.60399999999998,67,Potential
12909,39,5,1022.4300000000001,204.48600000000002,214,Regular
12910,23,8,2297.02,287.1275,218,Regular
12912,8,4,735.6600000000001,183.91500000000002,32,Potential
12913,4,5,1088.45,217.69,364,VIP
12915,148,2,201.05,100.525,224,Regular
12916,138,4,1785.8,446.45,182,Regular
12919,8,6,1159.21,193.20166666666668,161,Regular
12920,17,1,106.89,106.89,0,Potential
12921,9,37,13030.37,352.1721621621622,364,VIP
12922,161,1,377.3,377.3,0,Lost
12923,64,1,152.92000000000002,152.92000000000002,0,Potential
12924,88,4,644.2,161.05,239,Regular
12925,4,2,636.13,318.065,70,Potential
12928,35,5,1739.74,347.948,324,VIP
12929,311,1,70.95,70.95,0,Lost
12930,78,2,389.61,194.805,93,Potential
12931,67,2,48.160000000000004,24.080000000000002,290,VIP
12933,24,3,465.47,155.15666666666667,259,VIP
12935,2,7,1851.55,264.50714285714287,317,VIP
12936,17,3,911.9,303.96666666666664,61,Potential
12937,15,4,1233.1200000000001,308.28000000000003,252,VIP
12938,25,1,100.22,100.22,0,Potential
12939,334,1,81.36,81.36,0,Lost
12940,54,2,515.62,257.81,33,Potential
12942,131,3,496.7,165.56666666666666,234,Regular
12944,35,2,519.81,259.905,319,VIP
12945,288,1,264.25,264.25,0,Lost
12947,143,5,1269.59,253.91799999999998,230,Regular
12948,16,7,1892.3600000000001,270.33714285714285,248,VIP
12949,30,8,3639.92,454.99,222,Regular
12950,8,2,284.2,142.1,16,Potential
12951,8,6,979.12,163.18666666666667,322,VIP
12952,5,4,1058.26,264.565,73,Potential
12953,9,1,192.45000000000002,192.45000000000002,0,Potential
12955,1,11,3260.26,296.3872727272728,266,VIP
12956,306,1,74.67,74.67,0,Lost
12957,9,8,3547.04,443.38,330,VIP
12962,7,2,240.89000000000001,120.44500000000001,106,Regular
12963,8,8,1664.06,208.0075,357,VIP
12965,89,1,595.61,595.61,0,Potential
12966,9,1,147.68,147.68,0,Potential
12967,358,2,452.2,226.1,13,Lost
12968,112,1,126.0,126.0,0,Potential
12970,7,4,310.05,77.5125,315,VIP
12971,3,78,5357.93,68.69141025641026,369,VIP
12974,197,1,77.15,77.15,0,Lost
12976,211,1,303.6,303.6,0,Lost
12977,156,1,10.74,10.74,0,Potential
12981,29,2,372.21999999999997,186.10999999999999,104,Regular
12982,242,1,376.5,376.5,0,Lost
12984,18,1,97.5,97.5,0,Potential
12985,0,2,1033.52,516.76,28,Potential
12987,73,2,392.45,196.225,124,Regular
12988,292,1,301.17,301.17,0,Lost
12989,3,10,1277.23,127.723,295,VIP
12990,31,3,351.0,117.0,279,VIP
12991,23,2,461.26,230.63,89,Potential
12993,23,4,414.76,103.69,275,VIP
12994,4,3,782.52,260.84,264,VIP
12997,22,4,880.09,220.0225,295,VIP
12999,205,2,273.78,136.89,40,Lost
13000,259,2,382.16,191.08,105,Lost
13001,4,13,5060.35,389.2576923076923,322,VIP
13002,318,1,111.0,111.0,0,Lost
13003,151,2,89.05000000000001,44.525000000000006,63,Potential
13004,11,17,5139.96,302.35058823529414,346,VIP
13005,173,2,323.3,161.65,73,Lost
13006,56,1,11.52,11.52,0,Potential
13008,323,1,229.47,229.47,0,Lost
13011,372,1,50.550000000000004,50.550000000000004,0,Lost
13012,9,7,1416.15,202.30714285714288,285,VIP
13013,1,13,4146.400000000001,318.9538461538462,370,VIP
13014,10,9,1499.03,166.55888888888887,271,VIP
13015,53,5,2642.29,528.458,196,Regular
13016,73,3,709.34,236.4466666666667,50,Potential
13018,16,28,6530.12,233.21857142857144,279,VIP
13021,4,9,1855.96,206.21777777777777,354,VIP
13023,64,2,439.86,219.93,65,Potential
13026,1,4,341.88,85.47,274,VIP
13028,22,2,613.4399999999999,306.71999999999997,23,Potential
13029,30,2,116.5,58.25,108,Regular
13030,11,2,514.84,257.42,357,VIP
13032,52,2,735.9300000000001,367.96500000000003,35,Potential
13033,357,1,190.55,190.55,0,Lost
13034,54,2,627.82,313.91,315,VIP
13035,73,2,349.20000000000005,174.60000000000002,187,Regular
13037,138,3,693.37,231.12333333333333,118,Regular
13038,80,3,891.46,297.15333333333336,210,Regular
13040,8,2,676.99,338.495,25,Potential
13043,273,1,139.7,139.7,0,Lost
13044,291,1,391.72,391.72,0,Lost
13045,99,1,305.28000000000003,305.28000000000003,0,Potential
13046,30,2,419.11,209.555,236,Regular
13047,31,10,2646.26,264.62600000000003,342,VIP
13048,14,4,1793.91,448.4775,313,VIP
13049,64,2,433.68,216.84,254,Regular
13050,14,17,4707.7300000000005,276.92529411764707,352,VIP
13052,212,1,197.65,197.65,0,Lost
13055,78,3,1104.06,368.02,135,Regular
13058,24,3,261.45000000000005,87.15000000000002,127,Regular
13059,249,1,85.65,85.65,0,Lost
13060,253,1,243.93,243.93,0,Lost
13061,72,1,200.31,200.31,0,Potential
13062,191,1,65.7,65.7,0,Lost
13064,12,4,879.22,219.805,315,VIP
13065,373,1,138.41,138.41,0,Lost
13066,24,2,372.75,186.375,8,Potential
13067,82,1,91.61,91.61,0,Potential
13069,0,24,3445.14,143.54749999999999,369,VIP
13070,192,1,228.8,228.8,0,Lost
13072,266,1,177.15,177.15,0,Lost
13075,129,1,477.21000000000004,477.21000000000004,0,Potential
13077,1,4,637.21,159.3025,365,VIP
13078,3,26,7392.89,284.3419230769231,363,VIP
13079,4,5,220.10000000000002,44.02,136,Regular
13080,179,1,58.08,58.08,0,Lost
13081,11,10,17925.53,1792.5529999999999,360,VIP
13082,126,8,1177.3600000000001,147.17000000000002,212,Regular
13083,4,2,235.8,117.9,71,Potential
13085,157,2,217.68,108.84,138,Regular
13089,4,80,36347.880000000005,454.34850000000006,364,VIP
13090,8,13,3737.11,287.47,364,VIP
13091,28,1,281.08,281.08,0,Potential
13092,70,5,266.61,53.322,289,VIP
13093,275,8,3429.4700000000003,428.68375000000003,98,Lost
13094,205,2,106.2,53.1,3,Lost
13095,70,1,60.48,60.48,0,Potential
13097,32,10,4084.6800000000003,408.468,328,VIP
13098,1,27,9869.380000000001,365.5325925925926,316,VIP
13101,234,1,65.5,65.5,0,Lost
13102,1,24,4998.69,208.27874999999997,364,VIP
13103,39,1,141.94,141.94,0,Potential
13104,3,4,570.48,142.62,264,VIP
13106,133,1,76.5,76.5,0,Potential
13107,44,4,1092.0,273.0,289,VIP
13108,372,1,95.3,95.3,0,Lost
13109,59,2,763.2,381.6,98,Regular
13110,31,7,971.22,138.74571428571429,280,VIP
13113,0,24,3286.14,136.92249999999999,366,VIP
13115,11,4,2029.06,507.265,173,Regular
13116,138,1,291.29,291.29,0,Potential
13117,21,8,840.7,105.0875,351,VIP
13118,19,5,1125.96,225.192,269,VIP
13120,238,1,30.6,30.6,0,Lost
13121,269,1,260.36,260.36,0,Lost
13122,240,1,821.1,821.1,0,Lost
13124,89,3,2850.53,950.1766666666667,270,VIP
13126,4,8,1783.57,222.94625,362,VIP
13127,77,1,259.17,259.17,0,Potential
13130,94,1,64.0,64.0,0,Potential
13131,23,3,604.3000000000001,201.43333333333337,164,Regular
13132,261,1,60.3,60.3,0,Lost
13133,273,2,79.95,39.975,31,Lost
13134,85,4,1392.14,348.035,155,Regular
13136,56,5,2408.51,481.70200000000006,156,Regular
13137,10,8,3506.77,438.34625,298,VIP
13138,22,6,946.49,157.74833333333333,350,VIP
13139,16,7,2473.04,353.2914285714286,243,VIP
13140,108,3,348.67,116.22333333333334,258,Regular
13141,84,5,2260.53,452.10600000000005,231,Regular
13142,19,1,215.92000000000002,215.92000000000002,0,Potential
13144,332,1,47.2,47.2,0,Lost
13145,39,3,297.6,99.2,88,Potential
13146,26,1,228.91,228.91,0,Potential
13147,43,2,237.6,118.8,56,Potential
13148,29,11,2685.36,244.12363636363636,335,VIP
13149,14,4,1210.68,302.67,275,VIP
13151,295,1,773.27,773.27,0,Lost
13153,5,1,140.46,140.46,0,Potential
13155,33,4,843.0600000000001,210.76500000000001,335,VIP
13157,49,4,1447.98,361.995,249,Regular
13158,94,4,1193.5,298.375,224,Regular
13159,8,4,1215.79,303.9475,107,Regular
13160,22,1,75.9,75.9,0,Potential
13161,313,1,95.75,95.75,0,Lost
